UID,Inf,Name,DoB,Nat,Division,Club,Based,Preferred Foot,Right Foot,Left Foot,Position,Height,Weight,Age,Transfer Value,Wage,AT Apps,AT Gls,Team,Caps,Yth Apps,Style,Rc Injury,Best Role,Best Duty,Best Pos,Acc,Aer,Agg,Agi,Ant,Bal,Bra,Cmd,Com,Cmp,Cnt,Cor,Cro,Dec,Det,Dri,Ecc,Fin,Fir,Fla,Fre,Han,Hea,Jum,Kic,Ldr,Lon,L Th,Mar,Nat .1,OtB,1v1,Pac,Pas,Pen,Pos,Pun,Ref,TRO,Sta,Str,Tck,Tea,Tec,Thr,Vis,Wor,Name_Norm
27002693,     , Thomas Delaney                        , 3/9/1991 (30 years old)   , DEN , Spanish First Division                             , Sevilla                          , Spain (First Division)               , Left           , Weak          , Very Strong   ," DM, M (C)                      ", 182 cm , 79 kg  ,30, 鈧?2M - 鈧?8M     ," 鈧?32,000 p/m   ",306,32, Main ,69,11, Leader       , -                          , Ball Winning Midfielder , Defend    , DM       ,11,1,15,10,15,14,19,1,3,14,17,8,10,14,18,9,1,11,12,7,13,1,16,15,4,13,12,8,14,16,13,3,12,13,9,15,1,1,3,17,14,17,17,11,3,11,18, Thomas Delaney                        
85093001,     , Thomas Lemar                          , 12/11/1995 (26 years old) , FRA , Spanish First Division                             , A. Madrid                        , Spain (First Division)               , Left           , Weak          , Very Strong   ," WB (L), M/AM (LC)              ", 170 cm , 58 kg  ,26, 鈧?0.5M - 鈧?2.5M ," 鈧?40,000 p/m   ",226,25,      ,27,9, Creative     , -                          , Winger                  , Support   , AM (L)   ,15,3,9,16,12,11,10,3,2,13,12,16,15,12,15,15,1,12,15,16,16,2,6,7,4,10,13,2,7,13,14,1,14,16,14,8,3,3,3,13,9,6,14,16,2,15,15, Thomas Lemar                          
51012751,     , Jesús Corona                          , 6/1/1993 (29 years old)   , MEX , Spanish First Division                             , Sevilla                          , Spain (First Division)               , Either         , Very Strong   , Strong        ," WB (R), AM (RL)                ", 173 cm , 66 kg  ,29, 鈧?4M - 鈧?7M     ," 鈧?93,000 p/m   ",298,40, Main ,71,15, Technical    , -                          , Inverted Winger         , Attack    , AM (L)   ,15,2,13,17,12,10,11,3,2,11,10,13,13,12,14,18,2,10,16,18,10,1,5,4,1,10,8,9,6,16,12,4,15,15,10,8,2,1,2,13,6,11,8,17,1,16,13, Jesus Corona                          
67063007,     , Sergi Roberto                         , 7/2/1992 (30 years old)   , ESP , Spanish First Division                             , Barcelona                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    ," D/WB (R), DM, M (RC)           ", 178 cm , 68 kg  ,30, 鈧?.8M - 鈧?2.5M  ," 鈧?74,000 p/m   ",308,13,      ,11,13, Technical    , -                          , Box To Box Midfielder   , Support   , M (C)    ,14,3,11,12,13,12,12,1,2,14,14,10,13,14,14,13,1,10,14,13,8,1,8,9,1,13,11,10,10,15,14,3,14,14,12,13,2,3,1,16,11,12,16,14,2,14,16, Sergi Roberto                         
13136664,     , Franck Kessié                         , 19/12/1996 (25 years old) , CIV , Spanish First Division                             , Barcelona                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    ," DM, M (C)                      ", 183 cm , 89 kg  ,25, 鈧?5M - 鈧?12M    ," 鈧?39,000 p/m   ",250,49, Main ,56,4, Physical     , -                          , Ball Winning Midfielder , Defend    , M (C)    ,13,3,16,13,14,17,16,3,1,14,14,5,7,14,17,12,3,12,13,8,6,1,9,10,1,14,11,8,15,17,13,1,15,14,18,15,3,1,4,18,19,15,19,12,2,12,17, Franck Kessie                         
14048343, Wnt , Rodrigo De Paul                       , 24/5/1994 (28 years old)  , ARG , Spanish First Division                             , A. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Fairly Strong ," M (C), AM (RLC)                ", 180 cm , 70 kg  ,28, 鈧?5M - 鈧?3M     ," 鈧?83,000 p/m   ",318,43, Main ,41, -        , Technical    , -                          , Inverted Winger         , Support   , AM (L)   ,14,3,13,14,15,14,13,1,3,13,12,15,16,14,15,17,2,13,16,16,14,1,8,9,1,15,15,3,10,15,13,1,14,16,15,6,3,3,3,13,12,12,15,16,3,15,14, Rodrigo De Paul                       
67053076, Wnt , Sergio Canales                        , 16/2/1991 (31 years old)  , ESP , Spanish First Division                             , Real Hispalis                    , Spain (First Division)               , Left           , Weak          , Very Strong   , M/AM (C)                       , 180 cm , 64 kg  ,31, 鈧?9M - 鈧?4M     ," 鈧?35,000 p/m   ",380,46,      ,10,10, Creative     , -                          , Advanced Playmaker      , Support   , AM (C)   ,15,3,7,15,16,15,11,3,3,15,14,14,13,15,12,16,1,14,17,16,14,1,8,8,2,14,14,10,7,12,16,3,13,17,13,10,3,2,1,13,12,8,15,17,2,17,14, Sergio Canales                        
67030696,     , Nacho                                 , 18/1/1990 (32 years old)  , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Fairly Strong , D (RLC)                        , 180 cm , 77 kg  ,32, 鈧?7.5M - 鈧?6M   ," 鈧?68,000 p/m   ",358,18,      ,22,6, Leader       , -                          , Full-Back               , Support   , D (R)    ,14,2,15,13,16,14,14,1,1,13,16,7,11,15,14,10,3,10,13,9,8,2,14,11,2,13,8,13,15,15,12,1,15,13,7,14,3,3,4,15,15,15,17,10,1,10,17, Nacho                                 
85033422,     , Geoffrey Kondogbia                    , 15/2/1993 (29 years old)  , CTA , Spanish First Division                             , A. Madrid                        , Spain (First Division)               , Left Only      , Weak          , Very Strong   ," DM, M (C)                      ", 188 cm , 80 kg  ,29, 鈧?5M - 鈧?2M     ," 鈧?40,000 p/m   ",302,13, Main ,13, -        , Physical     , -                          , Ball Winning Midfielder , Defend    , DM       ,14,2,16,14,14,16,16,1,3,12,11,8,11,13,13,15,3,12,15,14,8,3,14,14,2,14,16,7,12,15,13,2,14,15,9,15,2,1,2,16,16,15,14,16,2,13,15, Geoffrey Kondogbia                    
211232, Wnt , Djéné Dakonam                         , 31/12/1991 (30 years old) , TOG , Spanish First Division                             , Getafe                           , Spain (First Division)               , Right          , Very Strong   , Reasonable    ," D (RC), WB (R), DM             ", 178 cm , 71 kg  ,30, 鈧?.2M - 鈧?2.5M  ," 鈧?10,000 p/m   ",258,2, Main ,67, -        , Physical     , -                          , Wing-Back               , Defend    , D (R)    ,16,1,14,14,14,12,15,3,3,14,13,9,11,13,10,9,1,5,11,8,7,2,9,9,2,9,8,12,15,16,11,1,14,9,8,13,1,2,1,15,14,15,13,10,3,12,15, Djene Dakonam                         
1502117,     , Raúl García                           , 11/7/1986 (35 years old)  , ESP , Spanish First Division                             , A. Bilbao                        , Spain (First Division)               , Right          , Very Strong   , Fairly Strong ," M/AM (C), ST (C)               ", 184 cm , 84 kg  ,35, 鈧?.6M - 鈧?.8M   ," 鈧?93,000 p/m   ",574,110,      ,2,20, Intelligent  , -                          , Deep Lying Forward      , Support   , ST (C)   ,11,3,15,12,14,12,15,1,3,16,14,10,11,15,14,11,1,14,14,13,11,1,16,12,3,13,17,10,11,16,15,4,12,14,15,15,1,1,1,14,15,12,16,13,1,13,15, Raul Garcia                           
67103537,     , Isco                                  , 21/4/1992 (30 years old)  , ESP , Spanish First Division                             , Sevilla                          , Spain (First Division)               , Right          , Very Strong   , Fairly Strong , M/AM (RLC)                     , 176 cm , 79 kg  ,30, 鈧?4M - 鈧?6.5M   ," 鈧?39,000 p/m   ",371,67,      ,38,18, Creative     , -                          , Attacking Midfielder    , Support   , AM (C)   ,9,1,10,11,12,17,8,2,3,12,12,15,15,13,13,16,1,13,18,18,14,1,9,8,1,12,15,8,5,9,12,2,10,17,15,11,1,1,2,10,13,8,8,19,2,19,7, Isco                                  
55012106,     , William Carvalho                      , 7/4/1992 (30 years old)   , POR , Spanish First Division                             , Real Hispalis                    , Spain (First Division)               , Right          , Very Strong   , Fairly Strong ," DM, M (C)                      ", 187 cm , 83 kg  ,30, 鈧?7M - 鈧?6M     ," 鈧?59,000 p/m   ",300,20, Main ,73,15, Technical    , -                          , Central Midfielder      , Defend    , M (C)    ,10,2,13,10,13,18,14,3,2,17,18,8,9,15,12,13,1,9,15,9,10,1,11,14,3,15,9,11,12,13,10,1,10,15,9,17,1,3,2,16,18,16,17,14,2,15,11, William Carvalho                      
67217522,     , Pau Torres                            , 16/1/1997 (25 years old)  , ESP , Spanish First Division                             , Villarreal                       , Spain (First Division)               , Left           , Reasonable    , Very Strong   , D (C)                          , 191 cm , 80 kg  ,25, 鈧?0M - 鈧?0M     ," 鈧?46,000 p/m   ",199,12, Main ,19,1, Technical    , -                          , Ball Playing Defender   , Defend    , D (C)    ,15,2,13,11,15,6,14,1,1,12,15,7,8,14,13,11,3,6,14,5,5,1,16,17,1,13,7,7,16,14,6,3,15,14,8,16,1,1,2,16,16,16,14,14,1,11,15, Pau Torres                            
67135344, Wnt , Lucas Vázquez                         , 1/7/1991 (30 years old)   , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Fairly Strong , D/WB/M/AM (R)                  , 173 cm , 71 kg  ,30, 鈧?1M - 鈧?6.5M   ," 鈧?34,000 p/m   ",339,38,      ,9, -        , Leader       , -                          , Wing-Back               , Defend    , WB (R)   ,14,2,15,15,15,15,14,1,1,11,14,14,13,14,14,12,1,11,13,14,11,1,10,7,1,11,11,8,12,14,14,3,14,13,12,13,3,2,3,15,11,13,15,13,1,11,16, Lucas Vazquez                         
67202350,     , Dani Ceballos                         , 7/8/1996 (25 years old)   , ESP , Spanish First Division                             , R. Madrid                        , Spain (First Division)               , Right          , Very Strong   , Reasonable    , M (C)                          , 179 cm , 71 kg  ,25, 鈧?50K - 鈧?.6M   ," 鈧?50,000 p/m   ",197,12,      ,11,29, Technical    , -                          , Advanced Playmaker      , Attack    , M (C)    ,14,1,13,15,13,13,15,2,3,12,12,10,11,12,11,16,2,12,16,13,11,1,7,8,3,10,13,12,8,11,14,3,13,16,10,12,1,1,1,13,9,12,14,16,3,14,13, Dani Ceballos                         
67229630,     , Youssef En-Nesyri                     , 1/6/1997 (25 years old)   , MAR , Spanish First Division                             , Sevilla                          , Spain (First Division)               , Either         , Strong        , Very Strong   ," AM (L), ST (C)                 ", 189 cm , 73 kg  ,25, 鈧?4M - 鈧?7M     ," 鈧?49,000 p/m   ",173,53, Main ,48,1, Physical     , -                          , Advanced Forward        , Attack    , ST (C)   ,16,1,6,14,15,10,14,1,2,12,13,9,11,12,13,14,2,15,12,12,9,1,14,15,2,11,13,7,5,13,16,2,15,11,12,6,3,1,3,13,12,6,13,14,1,11,14, Youssef En-Nesyri                     
67104772,     , Íñigo Martínez                        , 17/5/1991 (31 years old)  , ESP , Spanish First Division                             , A. Bilbao                        , Spain (First Division)               , Left           , Reasonable    , Very Strong   , D (C)                          , 182 cm , 77 kg  ,31, 鈧?4M - 鈧?1M     ," 鈧?17,000 p/m   ",395,24,      ,19,19, Leader       , -                          , Ball Playing Defender   , Defend    , D (C)    ,14,2,17,12,15,13,16,2,3,14,11,7,7,11,16,9,1,8,12,13,12,3,14,12,1,15,16,7,15,12,7,1,13,15,7,17,1,1,1,13,15,16,15,15,1,13,15, Inigo Martinez                        
67103336,     , Saúl                                  , 21/11/1994 (27 years old) , ESP , Spanish First Division                             , A. Madrid                        , Spain (First Division)               , Left           , Reasonable    , Very Strong   ," DM, M (RLC)                    ", 184 cm , 76 kg  ,27, 鈧?5M - 鈧?2M     ," 鈧?,040,000 p/m ",344,36,      ,19,10, Technical    , -                          , Inverted Winger         , Support   , M (R)    ,13,1,8,13,14,12,12,2,4,14,17,13,12,12,15,15,1,13,13,15,13,2,15,13,3,13,12,7,13,12,14,1,14,14,12,14,2,3,3,14,11,14,14,16,4,15,14, Saul                                  
67080310,     , Marcos Alonso                         , 28/12/1990 (31 years old) , ESP , Spanish First Division                             , Barcelona                        , Spain (First Division)               , Left           , Reasonable    , Very Strong   , D/WB/M (L)                     , 188 cm , 87 kg  ,31, 鈧?.6M - 鈧?.8M   ," 鈧?03,000 p/m   ",303,37,      ,9, -        , Physical     , -                          , Wing-Back               , Defend    , WB (L)   ,12,3,12,10,14,15,12,3,2,14,12,14,13,14,13,12,3,14,14,12,15,2,16,13,3,9,14,12,13,14,15,3,12,14,12,13,1,1,1,16,15,14,14,14,1,13,15, Marcos Alonso                         
7456721,     , Jesús Navas                           , 21/11/1985 (36 years old) , ESP , Spanish First Division                             , Sevilla                          , Spain (First Division)               , Right          , Very Strong   , Reasonable    , D/WB/M/AM (R)                  , 170 cm , 60 kg  ,36, Not for Sale    ," 鈧?75,000 p/m   ",596,32,      ,46,5, Intelligent  , -                          , Full-Back               , Attack    , D (R)    ,15,4,9,15,13,13,11,2,2,12,14,8,14,13,16,14,1,9,13,13,7,2,5,6,2,13,11,4,10,16,15,3,16,11,7,14,4,2,2,15,8,11,15,13,2,11,18, Jesus Navas                           
28116427,     , Eric García                           , 9/1/2001 (21 years old)   , ESP , Spanish First Division                             , Barcelona                        , Spain (First Division)               , Right          , Very Strong   , Fairly Strong , D (C)                          , 182 cm , 79 kg  ,21, 鈧?6M - 鈧?3M     ," 鈧?50,000 p/m   ",45, -      ,      ,17,5, Technical    , -                          , Ball Playing Defender   , Cover     , D (C)    ,13,4,12,14,14,12,13,3,2,15,12,4,9,14,16,12,1,7,14,12,6,1,13,12,2,14,7,8,15,12,12,1,13,15,9,15,4,3,1,14,13,15,15,14,1,14,14, Eric Garcia                           
67157520,     , Álex Berenguer                        , 4/7/1995 (26 years old)   , ESP , Spanish First Division                             , A. Bilbao                        , Spain (First Division)               , Right          , Very Strong   , Fairly Strong ," WB (L), M (RL), AM (RLC)       ", 175 cm , 73 kg  ,26, 鈧?9M - 鈧?0M     ," 鈧?08,000 p/m   ",266,33,      ,0, -        , Technical    , -                          , Inverted Winger         , Support   , AM (L)   ,15,1,9,16,11,14,11,1,1,12,11,14,12,12,14,15,1,13,13,14,12,3,6,7,2,8,10,5,8,13,14,2,14,13,8,9,1,3,2,12,8,7,11,14,1,12,13, Alex Berenguer                        
67220143, Inj , Mikel Oyarzábal                       , 21/4/1997 (25 years old)  , ESP , Spanish First Division                             , Real San Sebastián               , Spain (First Division)               , Left           , Reasonable    , Very Strong   ," AM (RLC), ST (C)               ", 180 cm , 77 kg  ,25, 鈧?6M - 鈧?0M     ," 鈧?87,000 p/m   ",237,66, Main ,21,25, Technical    , -                          , Inverted Winger         , Support   , AM (R)   ,13,2,13,14,14,14,13,2,2,14,14,14,12,14,16,15,3,15,14,14,13,1,12,13,1,17,12,12,13,14,15,1,13,15,19,13,3,1,1,14,14,12,14,16,2,16,16, Mikel Oyarzabal                       
2000049413,     , Gavi                                  , 5/8/2004 (17 years old)   , ESP , Spanish First Division                             , Barcelona                        , Spain (First Division)               , Right          , Very Strong   , Fairly Strong ," DM, M/AM (C)                   ", 173 cm , 68 kg  ,17, 鈧?3M - 鈧?6M     ," 鈧?25,000 p/m   ",36,2,      ,10, -        , Technical    , -                          , Advanced Playmaker      , Support   , M (C)    ,14,3,14,15,15,15,14,1,2,14,14,12,14,16,16,15,2,10,15,15,11,1,6,6,2,12,11,8,11,14,15,3,12,14,9,12,3,1,3,14,8,10,14,16,3,16,15, Gavi                                  
